id,user_id,organization_id,first_name,last_name,email,phone,mobile_phone,address,city,postal_code,country,notes,client_type,status,created_at,updated_at
a8e5a7b6-5e5a-4915-ae7f-a1688f07891e,68c1cfa1-5161-4d47-8245-51958d5e473d,632f7dff-e8d7-475f-9424-1d24d314d48f,Omar,Benali,omar.benali@demo.test,+212619415730,+212692037718,126 Rue Démo,Marrakech,,Maroc,,particulier,actif,2026-06-06 14:12:39.691511+00,2026-06-06 14:12:39.691511+00
cf7d5ac1-e9e6-413a-a98d-edc7ac13951f,68c1cfa1-5161-4d47-8245-51958d5e473d,632f7dff-e8d7-475f-9424-1d24d314d48f,Fatima,Saidi,fatima.saidi@demo.test,+212693136606,+212618784536,164 Rue Démo,Marrakech,,Maroc,,particulier,actif,2026-06-06 14:12:39.691511+00,2026-06-06 14:12:39.691511+00
f46a99cc-f4dd-4d19-9da9-3f81886d4a10,68c1cfa1-5161-4d47-8245-51958d5e473d,632f7dff-e8d7-475f-9424-1d24d314d48f,Omar,Cherkaoui,omar.cherkaoui@demo.test,+212633964728,+212659926688,114 Rue Démo,Casablanca,,Maroc,,particulier,actif,2026-06-06 14:12:39.691511+00,2026-06-06 14:12:39.691511+00
6fffc58a-a5d8-4f3d-8ac1-5409beb1e355,33565adb-e21e-49d0-9551-a622fac8a53f,26491e2b-2ae5-47af-b474-6a0add18d31a,Salma,Berrada,salma.berrada@demo.test,+212664269303,+212626428930,70 Rue Démo,Casablanca,,Maroc,,particulier,actif,2026-06-06 14:12:40.494587+00,2026-06-06 14:12:40.494587+00
abdc8306-4bf5-4f2d-b7fc-580a628327d3,33565adb-e21e-49d0-9551-a622fac8a53f,26491e2b-2ae5-47af-b474-6a0add18d31a,Amine,Tazi,amine.tazi@demo.test,+212699628273,+212651165458,193 Rue Démo,Tanger,,Maroc,,particulier,actif,2026-06-06 14:12:40.494587+00,2026-06-06 14:12:40.494587+00
d6542d30-a06a-4b57-8ae2-8bde423c64e0,33565adb-e21e-49d0-9551-a622fac8a53f,26491e2b-2ae5-47af-b474-6a0add18d31a,Leila,Benali,leila.benali@demo.test,+212617184449,+212643582858,20 Rue Démo,Tanger,,Maroc,,particulier,actif,2026-06-06 14:12:40.494587+00,2026-06-06 14:12:40.494587+00
c665670d-9cfa-4523-9aeb-46d3724be1e5,33565adb-e21e-49d0-9551-a622fac8a53f,26491e2b-2ae5-47af-b474-6a0add18d31a,Yassine,Berrada,yassine.berrada@demo.test,+212629251979,+212646927545,6 Rue Démo,Oujda,,Maroc,,particulier,actif,2026-06-06 14:12:40.494587+00,2026-06-06 14:12:40.494587+00
77d1cd1f-7377-47b8-8b49-0904b0e4ff9a,33565adb-e21e-49d0-9551-a622fac8a53f,26491e2b-2ae5-47af-b474-6a0add18d31a,Fatima,Lahlou,fatima.lahlou@demo.test,+212691756727,+212695932632,198 Rue Démo,Fès,,Maroc,,particulier,actif,2026-06-06 14:12:40.494587+00,2026-06-06 14:12:40.494587+00
a5fd2de2-75ca-494b-bbae-96646b537686,33565adb-e21e-49d0-9551-a622fac8a53f,26491e2b-2ae5-47af-b474-6a0add18d31a,Fatima,El Amrani,fatima.elamrani@demo.test,+212688964729,+212699071803,85 Rue Démo,Tanger,,Maroc,,particulier,actif,2026-06-06 14:12:40.494587+00,2026-06-06 14:12:40.494587+00
c570280a-eeed-47fc-9a50-9f6bc431e1fc,33565adb-e21e-49d0-9551-a622fac8a53f,26491e2b-2ae5-47af-b474-6a0add18d31a,Karim,Saidi,karim.saidi@demo.test,+212690660378,+212691303664,115 Rue Démo,Meknès,,Maroc,,particulier,actif,2026-06-06 14:12:40.494587+00,2026-06-06 14:12:40.494587+00
f28366a5-a1b0-4c07-8da3-cd20ed2bb92d,33565adb-e21e-49d0-9551-a622fac8a53f,26491e2b-2ae5-47af-b474-6a0add18d31a,Leila,Benali,leila.benali@demo.test,+212621814833,+212671255695,52 Rue Démo,Casablanca,,Maroc,,particulier,actif,2026-06-06 14:12:40.494587+00,2026-06-06 14:12:40.494587+00
647a6eb5-8a5e-41ad-984f-a7189cd447f0,8152177f-e660-4203-a0f3-81fc53834a6a,cc988c61-3d98-4e51-a0fe-9f8f725d8a07,Fatima,Cherkaoui,fatima.cherkaoui@demo.test,+212674383248,+212647283227,45 Rue Démo,Fès,,Maroc,,particulier,actif,2026-06-06 14:12:41.272937+00,2026-06-06 14:12:41.272937+00
eda751e6-dc1c-4864-b4ae-e777803ffbf5,8152177f-e660-4203-a0f3-81fc53834a6a,cc988c61-3d98-4e51-a0fe-9f8f725d8a07,Hicham,Bennani,hicham.bennani@demo.test,+212611465923,+212692887998,68 Rue Démo,Marrakech,,Maroc,,particulier,actif,2026-06-06 14:12:41.272937+00,2026-06-06 14:12:41.272937+00
69e2ae75-8c4e-46b1-bfad-581d730b3b06,8152177f-e660-4203-a0f3-81fc53834a6a,cc988c61-3d98-4e51-a0fe-9f8f725d8a07,Fatima,Saidi,fatima.saidi@demo.test,+212691722470,+212626194932,77 Rue Démo,Rabat,,Maroc,,particulier,actif,2026-06-06 14:12:41.272937+00,2026-06-06 14:12:41.272937+00
57e5b93c-a78e-4d86-9ac6-c7e67aa153c1,8152177f-e660-4203-a0f3-81fc53834a6a,cc988c61-3d98-4e51-a0fe-9f8f725d8a07,Mehdi,Cherkaoui,mehdi.cherkaoui@demo.test,+212671893658,+212681520631,56 Rue Démo,Fès,,Maroc,,particulier,actif,2026-06-06 14:12:41.272937+00,2026-06-06 14:12:41.272937+00
f5ee9263-a3aa-49c6-8b98-2cf2f6c37a2b,8152177f-e660-4203-a0f3-81fc53834a6a,cc988c61-3d98-4e51-a0fe-9f8f725d8a07,Mehdi,El Amrani,mehdi.elamrani@demo.test,+212610954254,+212684865945,104 Rue Démo,Tanger,,Maroc,,particulier,actif,2026-06-06 14:12:41.272937+00,2026-06-06 14:12:41.272937+00
898d2be9-80c6-4f1b-af31-c3b1c4a4cf76,8152177f-e660-4203-a0f3-81fc53834a6a,cc988c61-3d98-4e51-a0fe-9f8f725d8a07,Yassine,Alaoui,yassine.alaoui@demo.test,+212654744027,+212668375676,167 Rue Démo,Oujda,,Maroc,,particulier,actif,2026-06-06 14:12:41.272937+00,2026-06-06 14:12:41.272937+00
b01a7ba3-dddd-4263-8a4d-e896074f65dc,8152177f-e660-4203-a0f3-81fc53834a6a,cc988c61-3d98-4e51-a0fe-9f8f725d8a07,Karim,Berrada,karim.berrada@demo.test,+212681036708,+212682330389,70 Rue Démo,Meknès,,Maroc,,particulier,actif,2026-06-06 14:12:41.272937+00,2026-06-06 14:12:41.272937+00
dd38ae0d-c52e-428f-a096-0d82ed086b24,8152177f-e660-4203-a0f3-81fc53834a6a,cc988c61-3d98-4e51-a0fe-9f8f725d8a07,Salma,Saidi,salma.saidi@demo.test,+212637508557,+212639198462,34 Rue Démo,Tanger,,Maroc,,particulier,actif,2026-06-06 14:12:41.272937+00,2026-06-06 14:12:41.272937+00
3724b346-c8db-4b1c-850a-b6399f87d36e,219eb8ca-389d-4fde-90d6-3c91ac7a8bd4,3fcccb2a-eb26-4118-b592-8bdfd5861502,Hicham,Cherkaoui,hicham.cherkaoui@demo.test,+212637318552,+212683914663,153 Rue Démo,Rabat,,Maroc,,particulier,actif,2026-06-06 14:12:41.993773+00,2026-06-06 14:12:41.993773+00
ccb46661-f37c-43a3-9b88-965718497c9f,219eb8ca-389d-4fde-90d6-3c91ac7a8bd4,3fcccb2a-eb26-4118-b592-8bdfd5861502,Leila,Idrissi,leila.idrissi@demo.test,+212638697998,+212684987256,153 Rue Démo,Casablanca,,Maroc,,particulier,actif,2026-06-06 14:12:41.993773+00,2026-06-06 14:12:41.993773+00
720bed2b-9265-4af3-9a3a-d730b4c15573,219eb8ca-389d-4fde-90d6-3c91ac7a8bd4,3fcccb2a-eb26-4118-b592-8bdfd5861502,Yassine,Bennani,yassine.bennani@demo.test,+212669034706,+212674500653,101 Rue Démo,Agadir,,Maroc,,particulier,actif,2026-06-06 14:12:41.993773+00,2026-06-06 14:12:41.993773+00
6590dd7c-92c7-44ac-9129-e37fc88df2c1,219eb8ca-389d-4fde-90d6-3c91ac7a8bd4,3fcccb2a-eb26-4118-b592-8bdfd5861502,Yassine,Berrada,yassine.berrada@demo.test,+212669507468,+212662621355,63 Rue Démo,Marrakech,,Maroc,,particulier,actif,2026-06-06 14:12:41.993773+00,2026-06-06 14:12:41.993773+00
f905b642-b965-44c4-a55b-6eceeb6fdbaf,219eb8ca-389d-4fde-90d6-3c91ac7a8bd4,3fcccb2a-eb26-4118-b592-8bdfd5861502,Karim,Cherkaoui,karim.cherkaoui@demo.test,+212692658467,+212670123176,80 Rue Démo,Rabat,,Maroc,,particulier,actif,2026-06-06 14:12:41.993773+00,2026-06-06 14:12:41.993773+00
a957db88-c182-4daf-b8dc-638322a49f04,219eb8ca-389d-4fde-90d6-3c91ac7a8bd4,3fcccb2a-eb26-4118-b592-8bdfd5861502,Hajar,Berrada,hajar.berrada@demo.test,+212627173188,+212649790600,39 Rue Démo,Meknès,,Maroc,,particulier,actif,2026-06-06 14:12:41.993773+00,2026-06-06 14:12:41.993773+00
2d18430e-6152-4b31-8dde-e1de70396ff3,219eb8ca-389d-4fde-90d6-3c91ac7a8bd4,3fcccb2a-eb26-4118-b592-8bdfd5861502,Omar,Bennani,omar.bennani@demo.test,+212639332921,+212653978557,164 Rue Démo,Casablanca,,Maroc,,particulier,actif,2026-06-06 14:12:41.993773+00,2026-06-06 14:12:41.993773+00
cadb59f5-65c9-4d2a-a460-bf4827fb0d5e,219eb8ca-389d-4fde-90d6-3c91ac7a8bd4,3fcccb2a-eb26-4118-b592-8bdfd5861502,Mehdi,Alaoui,mehdi.alaoui@demo.test,+212697717523,+212623907816,61 Rue Démo,Fès,,Maroc,,particulier,actif,2026-06-06 14:12:41.993773+00,2026-06-06 14:12:41.993773+00
8ba0d0a8-6ab7-4b77-acec-32e7a8510ffa,5976c74c-399d-4075-a838-8a699e461238,296c3281-8119-42a1-aba9-897de5e0ffd2,Karim,Benali,karim.benali@demo.test,+212668932612,+212644724842,9 Rue Démo,Casablanca,,Maroc,,particulier,actif,2026-06-06 14:12:42.750688+00,2026-06-06 14:12:42.750688+00
6980d1af-aeda-4297-beb1-fc00022fd414,5976c74c-399d-4075-a838-8a699e461238,296c3281-8119-42a1-aba9-897de5e0ffd2,Nadia,Idrissi,nadia.idrissi@demo.test,+212610894728,+212681012434,98 Rue Démo,Meknès,,Maroc,,particulier,actif,2026-06-06 14:12:42.750688+00,2026-06-06 14:12:42.750688+00
d325e3ac-c126-4651-a0bd-b18eadb54fc7,5976c74c-399d-4075-a838-8a699e461238,296c3281-8119-42a1-aba9-897de5e0ffd2,Sophie,Tazi,sophie.tazi@demo.test,+212660806979,+212696078227,19 Rue Démo,Oujda,,Maroc,,particulier,actif,2026-06-06 14:12:42.750688+00,2026-06-06 14:12:42.750688+00
d2d71862-2ea0-4912-9a87-b0f4c256e2da,5976c74c-399d-4075-a838-8a699e461238,296c3281-8119-42a1-aba9-897de5e0ffd2,Amine,Berrada,amine.berrada@demo.test,+212618459009,+212622527620,133 Rue Démo,Tanger,,Maroc,,particulier,actif,2026-06-06 14:12:42.750688+00,2026-06-06 14:12:42.750688+00
ae4906d7-267c-4015-93f6-6a5c34bb4d38,5976c74c-399d-4075-a838-8a699e461238,296c3281-8119-42a1-aba9-897de5e0ffd2,Yassine,Lahlou,yassine.lahlou@demo.test,+212672840159,+212649266342,113 Rue Démo,Agadir,,Maroc,,particulier,actif,2026-06-06 14:12:42.750688+00,2026-06-06 14:12:42.750688+00
7cfdd12a-e186-4e0d-a437-d5efbaad143e,5976c74c-399d-4075-a838-8a699e461238,296c3281-8119-42a1-aba9-897de5e0ffd2,Yassine,El Amrani,yassine.elamrani@demo.test,+212684343155,+212620290550,69 Rue Démo,Meknès,,Maroc,,particulier,actif,2026-06-06 14:12:42.750688+00,2026-06-06 14:12:42.750688+00
f4e4d27e-81d2-45a1-a70b-503782cf3f26,5976c74c-399d-4075-a838-8a699e461238,296c3281-8119-42a1-aba9-897de5e0ffd2,Sophie,Saidi,sophie.saidi@demo.test,+212694823252,+212620750950,44 Rue Démo,Meknès,,Maroc,,particulier,actif,2026-06-06 14:12:42.750688+00,2026-06-06 14:12:42.750688+00
d7accb4a-d5e5-4f39-b0f6-f0c1d491daa8,5976c74c-399d-4075-a838-8a699e461238,296c3281-8119-42a1-aba9-897de5e0ffd2,Karim,Alaoui,karim.alaoui@demo.test,+212697278528,+212639691615,101 Rue Démo,Rabat,,Maroc,,particulier,actif,2026-06-06 14:12:42.750688+00,2026-06-06 14:12:42.750688+00
4ca717b4-7e68-431f-8a6f-ddd721e9e329,cc82e01e-98ee-4c75-a12d-dddc8c149356,0dc33e2d-7d30-44b2-b20f-920f5d74dc1b,Hicham,Idrissi,hicham.idrissi@gmail.com,0638056789,061394813,13 Rue des Cheminots,Rabat,53910,Maroc,"",particulier,actif,2026-06-06 15:05:48.974078+00,2026-06-06 15:05:48.974078+00
